# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
12615 0.0564885 0.240828 -0.129589 0.167727
12620 0.126861 0.237619 -0.197204 0.167276
12625 0.188962 0.226627 -0.251713 0.163876
12630 0.23798 0.208738 -0.290787 0.155931
12635 0.270618 0.184642 -0.313674 0.141586
12640 0.285273 0.155362 -0.320927 0.119708
12645 0.281746 0.122153 -0.313503 0.0903961
12650 0.260793 0.0866717 -0.292354 0.0551101
12655 0.224713 0.0508025 -0.258841 0.0166745
12660 0.177382 0.0165569 -0.214815 -0.0208762
12665 0.12376 -0.0144483 -0.162607 -0.0532952
12670 0.068935 -0.0412772 -0.10481 -0.0771523
12675 0.0172948 -0.0634964 -0.0440934 -0.090295
12680 -0.0281091 -0.0807771 0.0170114 -0.0918748
12685 -0.065582 -0.0929764 0.0762753 -0.0822831
12690 -0.0944895 -0.100214 0.13222 -0.0624834
12695 -0.114924 -0.102772 0.183349 -0.0343468
12700 -0.127217 -0.10115 0.227949 -0.000417531
12705 -0.131509 -0.0956602 0.264266 0.0370966
12710 -0.127393 -0.0863411 0.290467 0.0767331
12715 -0.11446 -0.0734219 0.3049 0.117019
12720 -0.0931241 -0.0576511 0.306758 0.155983
12725 -0.0650027 -0.0402927 0.296083 0.190787
12730 -0.0325147 -0.0230787 0.273776 0.218182
12735 0.00180986 -0.00740324 0.241407 0.235813
12740 0.0354402 0.00624826 0.201254 0.242942
12745 0.0662401 0.0181533 0.155973 0.240366
12750 0.0930337 0.0292092 0.108082 0.230324
12755 0.11505 0.040492 0.0600747 0.215616
12760 0.13125 0.0530698 0.0146871 0.199007
12765 0.140519 0.0678103 -0.0256631 0.182667
12770 0.141769 0.0851438 -0.0595198 0.167393
12775 0.134645 0.104967 -0.0865338 0.153078
12780 0.119654 0.126814 -0.107087 0.139381
12785 0.0975477 0.149671 -0.121841 0.125377
12790 0.0691369 0.172089 -0.132143 0.109083
12795 0.0354996 0.193016 -0.139292 0.089224
12800 -0.00161729 0.211805 -0.144062 0.066126
12805 -0.0398995 0.228282 -0.146898 0.0414847
12810 -0.0766192 0.242517 -0.147723 0.0181749
12815 -0.108969 0.254151 -0.146376 -0.00119376
12820 -0.13465 0.261962 -0.143119 -0.0158074
12825 -0.152091 0.263851 -0.138724 -0.0269637
12830 -0.160384 0.257237 -0.134075 -0.0372221
12835 -0.159259 0.239958 -0.130399 -0.0497005
12840 -0.149045 0.210867 -0.128685 -0.0668627
12845 -0.130604 0.170169 -0.129021 -0.0894566
12850 -0.105472 0.119849 -0.130459 -0.116081
12855 -0.076166 0.0630288 -0.131178 -0.144315
12860 -0.0457945 0.00339975 -0.129138 -0.171533
12865 -0.0176028 -0.0557618 -0.122907 -0.196272
12870 0.00537666 -0.11181 -0.111861 -0.218294
12875 0.0208363 -0.162663 -0.0963914 -0.238219
12880 0.027702 -0.206488 -0.0776575 -0.256444
12885 0.0266373 -0.241569 -0.0573605 -0.272292
12890 0.0202646 -0.266422 -0.0371717 -0.283329
12895 0.0125628 -0.27975 -0.0185084 -0.285695
12900 0.00791451 -0.280933 -0.00208508 -0.275103
12905 0.010022 -0.270472 0.0119803 -0.24847
12910 0.0213708 -0.250158 0.0239446 -0.204842
12915 0.0429233 -0.222525 0.0343921 -0.145209
12920 0.0739945 -0.190015 0.0440373 -0.0719834
12925 0.112379 -0.154467 0.0534409 0.0113534
12930 0.154617 -0.117089 0.063023 0.100551
12935 0.196564 -0.0787751 0.0726927 0.190482
12940 0.233725 -0.0398553 0.0817954 0.275665
12945 0.261879 -0.000501289 0.0893065 0.350684
12950 0.277917 0.0382467 0.0938384 0.410002
12955 0.280482 0.0746666 0.0941645 0.449313
12960 0.269562 0.106752 0.0892321 0.465546
12965 0.245865 0.132224 0.0784702 0.456559
12970 0.210679 0.14869 0.0619977 0.421367
12975 0.166056 0.154262 0.0407236 0.361042
12980 0.114596 0.147921 0.0159041 0.278421
12985 0.0591356 0.130333 -0.0108098 0.178659
12990 0.00204764 0.104168 -0.0376711 0.0685446
12995 -0.0545301 0.0730874 -0.0632722 -0.0447149
13000 -0.108206 0.0402338 -0.0861261 -0.154098
13005 -0.15643 0.00799154 -0.104901 -0.253339
13010 -0.197348 -0.0222564 -0.118513 -0.338118
13015 -0.230131 -0.0500811 -0.126199 -0.406411
13020 -0.254655 -0.0750456 -0.127861 -0.457561
13025 -0.271411 -0.0967738 -0.124044 -0.492229
13030 -0.281328 -0.114889 -0.115464 -0.511681
13035 -0.285448 -0.128765 -0.102571 -0.516784
13040 -0.284215 -0.137358 -0.0853807 -0.506954
13045 -0.27731 -0.139394 -0.0638704 -0.480574
13050 -0.264327 -0.133648 -0.0387498 -0.436725
13055 -0.244922 -0.119411 -0.0117181 -0.376051
13060 -0.218886 -0.0966903 0.015024 -0.300553
13065 -0.185981 -0.066328 0.0398837 -0.212425
13070 -0.14627 -0.0300168 0.0622472 -0.11404
13075 -0.100109 0.00997122 0.0822758 -0.00786149
13080 -0.0484731 0.0513969 0.099693 0.102617
13085 0.0065872 0.092536 0.113597 0.21272
13090 0.0624489 0.13152 0.122612 0.316581
13095 0.116343 0.165269 0.125225 0.406837
13100 0.165677 0.189786 0.120427 0.47589
13105 0.208632 0.201275 0.10808 0.517987
13110 0.244199 0.196942 0.0888319 0.529973
13115 0.271649 0.175377 0.0638812 0.510908
13120 0.290525 0.13713 0.0346352 0.46229
13125 0.300497 0.0847983 0.0026943 0.38799
13130 0.301175 0.0224587 -0.0299608 0.293673
13135 0.292076 -0.0451409 -0.0612774 0.185657
13140 0.272565 -0.113217 -0.0893493 0.0699985
13145 0.241849 -0.177016 -0.112657 -0.0478243
13150 0.199681 -0.231736 -0.130036 -0.162091
13155 0.146344 -0.273139 -0.140853 -0.267648
13160 0.0832843 -0.29816 -0.14513 -0.360006
13165 0.0135114 -0.305376 -0.142846 -0.43471
13170 -0.0587679 -0.294906 -0.134164 -0.487839
13175 -0.128866 -0.267952 -0.119449 -0.516267
13180 -0.192465 -0.226736 -0.0997655 -0.518966
13185 -0.246057 -0.174157 -0.0771545 -0.497368
13190 -0.287161 -0.113617 -0.0539524 -0.454731
13195 -0.314467 -0.0485424 -0.0320308 -0.39504
13200 -0.327954 0.0178092 -0.0127117 -0.322857
13205 -0.328678 0.0823762 0.00287882 -0.243423
13210 -0.31798 0.142141 0.0137656 -0.162074
13215 -0.297136 0.194139 0.0198595 -0.0831372
13220 -0.267316 0.235253 0.0219225 -0.0101412
13225 -0.230036 0.262538 0.0211184 0.0536195
13230 -0.187443 0.273558 0.0189915 0.105107
13235 -0.141996 0.26715 0.0167974 0.141951
13240 -0.0962855 0.243851 0.0146396 0.162205
13245 -0.0528422 0.205125 0.0114573 0.16374
13250 -0.0140578 0.153328 0.00546727 0.144738
13255 0.018086 0.091661 -0.00507006 0.104677
13260 0.042651 0.0242683 -0.0210026 0.0459167
13265 0.0596938 -0.0440626 -0.0418336 -0.0262023
13270 0.0701408 -0.10852 -0.0658993 -0.104278
13275 0.0757164 -0.164754 -0.0905065 -0.179544
13280 0.0783181 -0.208909 -0.112864 -0.243455
13285 0.0793079 -0.238015 -0.130749 -0.289456
13290 0.0791824 -0.249787 -0.142972 -0.313577
13295 0.0778312 -0.242824 -0.149396 -0.314388
13300 0.0744978 -0.216874 -0.15043 -0.292807
13305 0.0682099 -0.172974 -0.146807 -0.251571
13310 0.0583667 -0.113664 -0.13895 -0.194247
13315 0.0449327 -0.0431337 -0.126883 -0.125084
13320 0.0287274 0.0329446 -0.110623 -0.0489506
13325 0.0109805 0.107844 -0.090503 0.0283214
13330 -0.00665561 0.174822 -0.0669756 0.101191
13335 -0.0228544 0.228821 -0.0405056 0.165461
13340 -0.0364613 0.266747 -0.0117094 0.218576
13345 -0.0461594 0.288148 0.0180442 0.260033
13350 -0.050946 0.294129 0.0467326 0.289916
13355 -0.0505638 0.28627 0.0722247 0.307931
13360 -0.0454871 0.265921 0.092689 0.313123
13365 -0.0365717 0.233849 0.106528 0.303805
13370 -0.0251077 0.190534 0.112726 0.278152
13375 -0.0122613 0.137153 0.110863 0.235755
13380 0.0012638 0.0757709 0.10146 0.178495
13385 0.0146192 0.00929739 0.0857943 0.109711
13390 0.0265275 -0.0583366 0.0653269 0.0335178
13395 0.0354357 -0.122974 0.041933 -0.0456055
13400 0.0400818 -0.180865 0.017708 -0.123075
13405 0.0395724 -0.228974 -0.00526795 -0.19467
13410 0.0339441 -0.264617 -0.0250875 -0.25576
13415 0.0240024 -0.285754 -0.0404683 -0.30222
13420 0.0110541 -0.291314 -0.0507013 -0.330961
13425 -0.0029792 -0.28154 -0.0557802 -0.340299
13430 -0.0162312 -0.257819 -0.0560391 -0.330089
13435 -0.0269927 -0.222411 -0.0518991 -0.301303
13440 -0.0337456 -0.178304 -0.0436757 -0.255725
13445 -0.0353925 -0.129061 -0.0319267 -0.196381
13450 -0.0311648 -0.0788976 -0.0181304 -0.128193
13455 -0.0207315 -0.0326064 -0.00396666 -0.0573046
13460 -0.00426082 0.00535633 0.0093384 0.0104339
13465 0.0176504 0.032092 0.0213653 0.0711078
13470 0.0437477 0.0464677 0.0323453 0.122561
13475 0.0723687 0.0485655 0.0427156 0.16365
13480 0.10139 0.0397516 0.0528138 0.193955
13485 0.128278 0.0228027 0.0624419 0.213523
13490 0.150882 0.00133899 0.0709802 0.223201
13495 0.167531 -0.0207325 0.0771051 0.223903
13500 0.177011 -0.0397914 0.0793651 0.216584
13505 0.178799 -0.0532369 0.0770994 0.202662
13510 0.173352 -0.0601012 0.070562 0.183813
13515 0.16169 -0.060434 0.0609801 0.162236
13520 0.144531 -0.0546626 0.0501188 0.139987
13525 0.122295 -0.0435266 0.0396683 0.118437
13530 0.094897 -0.0275917 0.0312524 0.0985577
13535 0.062663 -0.00770245 0.0262825 0.081243
13540 0.0268214 0.0147121 0.025574 0.0671076
13545 -0.0107072 0.0379066 0.0291382 0.0563377
13550 -0.047976 0.0602697 0.035982 0.0482757
13555 -0.0830293 0.0801947 0.0447128 0.0418782
13560 -0.11372 0.0965111 0.0541716 0.0369627
13565 -0.137679 0.108577 0.0629649 0.033863
13570 -0.152917 0.115944 0.0695446 0.0325717
13575 -0.158071 0.118527 0.0722492 0.0327053
13580 -0.152475 0.116662 0.0699458 0.0341328
13585 -0.136502 0.110357 0.0621773 0.0360327
13590 -0.111914 0.0994209 0.0491735 0.03668
13595 -0.081577 0.0838321 0.0317453 0.0340003
13600 -0.0488861 0.0643598 0.0110546 0.0265284
13605 -0.0173549 0.043157 -0.0115639 0.0142382
13610 0.0104059 0.0235764 -0.0350256 -0.00104337
13615 0.0329876 0.00948164 -0.058651 -0.0161818
13620 0.050111 0.00397575 -0.0827022 -0.0286154
13625 0.0622168 0.00839287 -0.107829 -0.037219
13630 0.0699508 0.0221252 -0.133947 -0.0418707
13635 0.0735573 0.0430631 -0.159711 -0.043091
13640 0.073149 0.0679014 -0.182493 -0.0414422
13645 0.0686691 0.0923477 -0.198742 -0.0377248
13650 0.0600111 0.112345 -0.204641 -0.0322851
13655 0.0475625 0.125647 -0.197133 -0.0239236
13660 0.0321212 0.13171 -0.174481 -0.0106498
13665 0.014367 0.131409 -0.136496 0.00928025
13670 -0.00482622 0.126168 -0.0842288 0.0371132
13675 -0.0243194 0.11704 -0.0196361 0.0730849
13680 -0.0431905 0.104643 0.0541536 0.115606
13685 -0.0609139 0.0891442 0.1332 0.16143
13690 -0.077072 0.0701153 0.212952 0.205995
13695 -0.0914933 0.0468242 0.288353 0.243683
13700 -0.104021 0.0186831 0.354753 0.269415
13705 -0.113996 -0.0139974 0.408233 0.28024
13710 -0.120368 -0.0494368 0.44593 0.276125
13715 -0.121877 -0.0845675 0.466442 0.259997
13720 -0.117375 -0.115692 0.469109 0.236042
13725 -0.10643 -0.139433 0.454113 0.208249
13730 -0.0897421 -0.153375 0.422077 0.17896
13735 -0.068654 -0.156444 0.3744 0.149302
13740 -0.0447458 -0.148215 0.313528 0.120567
13745 -0.0199487 -0.128606 0.243022 0.0944671
13750 0.00372375 -0.0983293 0.167281 0.0726751
13755 0.0245745 -0.0593489 0.090553 0.0557787
13760 0.0417876 -0.0145212 0.0166581 0.0439246
13765 0.0552167 0.0326657 -0.0512898 0.0365927
13770 0.0649591 0.0782782 -0.110894 0.0323432
13775 0.0717136 0.118413 -0.160385 0.0297414
13780 0.0771479 0.150647 -0.198669 0.0291267
13785 0.0829449 0.174375 -0.225185 0.0321347
13790 0.0904417 0.190079 -0.23976 0.040761
13795 0.100373 0.198671 -0.242405 0.0566387
13800 0.112388 0.201003 -0.232825 0.0805669
13805 0.125222 0.197767 -0.210891 0.112098
13810 0.136794 0.189601 -0.177154 0.149242
13815 0.144875 0.177096 -0.133015 0.188956
13820 0.148038 0.160676 -0.0808143 0.2279
13825 0.145898 0.140672 -0.0239157 0.262654
13830 0.139255 0.117491 0.0334165 0.290162
13835 0.129457 0.0917874 0.0861026 0.307347
13840 0.117917 0.0644964 0.129045 0.311458
13845 0.105575 0.0363172 0.158258 0.30015
13850 0.0928063 0.00784891 0.171771 0.272427
13855 0.0794441 -0.0203993 0.169583 0.228627
13860 0.0654705 -0.0480592 0.153168 0.170579
13865 0.0512451 -0.074988 0.125003 0.10126
13870 0.0374141 -0.101199 0.0886315 0.0248462
13875 0.0248351 -0.126713 0.0477592 -0.0541185
13880 0.014459 -0.151438 0.0056549 -0.131324
13885 0.00698478 -0.174775 -0.0347962 -0.202586
13890 0.00275406 -0.195749 -0.0710236 -0.264018
13895 0.00152628 -0.213418 -0.100543 -0.312435
13900 0.0025563 -0.226844 -0.121344 -0.345631
13905 0.00494876 -0.235261 -0.132405 -0.362717
13910 0.00837187 -0.238104 -0.133772 -0.363505
13915 0.0136221 -0.235462 -0.126256 -0.348095
13920 0.0219556 -0.227844 -0.111261 -0.31715
13925 0.0338649 -0.21611 -0.0906014 -0.272847
13930 0.0489493 -0.200992 -0.0662921 -0.218334
13935 0.0657488 -0.182881 -0.0404752 -0.157607
13940 0.0819267 -0.162129 -0.0150699 -0.095272
13945 0.0947065 -0.138627 0.00860275 -0.0353175
13950 0.101583 -0.11191 0.0296747 0.0193479
13955 0.10082 -0.0822014 0.0472954 0.0659144
13960 0.0918469 -0.0506427 0.0605479 0.101752
13965 0.0749993 -0.0192099 0.0682903 0.12408
13970 0.051309 0.00945173 0.069686 0.130447
13975 0.0222551 0.0324456 0.0647182 0.119419
13980 -0.00983453 0.0476852 0.0546257 0.0924764
13985 -0.0423863 0.0545774 0.0418715 0.0540626
13990 -0.0734157 0.0544054 0.0290781 0.0100678
13995 -0.101726 0.0495334 0.0177555 -0.0344368
14000 -0.12679 0.0425033 0.0081055 -0.076181
14005 -0.14871 0.0353451 -0.000149814 -0.113514
14010 -0.168185 0.0289411 -0.00708363 -0.146327
14015 -0.186051 0.0235792 -0.0123656 -0.174837
14020 -0.203164 0.0195575 -0.0150499 -0.198657
14025 -0.22043 0.0172425 -0.0144205 -0.217608
14030 -0.238152 0.0169214 -0.0106809 -0.231911
14035 -0.25573 0.0189336 -0.0042857 -0.241082
14040 -0.271789 0.0233774 0.0036186 -0.244793
14045 -0.284308 0.0298271 0.0113681 -0.243113
14050 -0.291215 0.0377245 0.0176489 -0.235842
14055 -0.290709 0.046476 0.0219652 -0.222268
14060 -0.281469 0.0554996 0.0238893 -0.20208
14065 -0.262589 0.0641439 0.0225694 -0.175875
14070 -0.233354 0.0719836 0.0172315 -0.144138
14075 -0.19346 0.0786215 0.00728648 -0.107552
14080 -0.143307 0.0836172 -0.00777564 -0.0674653
14085 -0.0845377 0.0866597 -0.027935 -0.025813
14090 -0.0199706 0.087158 -0.052613 0.0145744
14095 0.0470614 0.0842816 -0.080916 0.050427
14100 0.112906 0.0776399 -0.111454 0.0790916
14105 0.173555 0.0674387 -0.142453 0.0985412
14110 0.225178 0.054512 -0.171947 0.107743
14115 0.264499 0.0402429 -0.197566 0.107176
14120 0.288951 0.0266913 -0.216714 0.0989288
14125 0.297176 0.0158026 -0.226945 0.0860338
14130 0.289381 0.00876841 -0.226459 0.0716902
14135 0.266802 0.00536084 -0.214256 0.0579077
14140 0.23141 0.00421017 -0.190129 0.0454915
14145 0.185432 0.0040665 -0.155239 0.0342591
14150 0.131473 0.00413815 -0.112281 0.0233299
14155 0.0725924 0.0040873 -0.0648984 0.0117813
14160 0.0120405 0.00377046 -0.0171386 -0.00132761
14165 -0.0465823 0.00291264 0.0269491 -0.0167205
14170 -0.0995696 0.000879728 0.0639819 -0.0347079
14175 -0.143775 -0.00325926 0.0914683 -0.0555663
14180 -0.176896 -0.0104975 0.107817 -0.0795762
14185 -0.19756 -0.0214509 0.112518 -0.106492
14190 -0.20594 -0.0357704 0.10652 -0.135191
14195 -0.203145 -0.0523599 0.0914781 -0.164027
14200 -0.190656 -0.0700561 0.0688806 -0.191831
14205 -0.17017 -0.087748 0.0398468 -0.218071
14210 -0.143876 -0.104392 0.00536336 -0.242905
14215 -0.114025 -0.119043 -0.0337098 -0.266778
14220 -0.0824312 -0.130743 -0.0758657 -0.28904
14225 -0.0507656 -0.138701 -0.118642 -0.308109
14230 -0.0208742 -0.142096 -0.158617 -0.321587
14235 0.00528606 -0.140359 -0.191688 -0.32676
14240 0.0264866 -0.13334 -0.213479 -0.320332
14245 0.0425871 -0.121521 -0.220275 -0.299209
14250 0.0541332 -0.106042 -0.209952 -0.261861
14255 0.0623556 -0.0884036 -0.18268 -0.208728
14260 0.0688865 -0.0699759 -0.140669 -0.141758
14265 0.0753053 -0.0518381 -0.0879597 -0.0644926
14270 0.0825157 -0.0344692 -0.0297364 0.0183102
14275 0.0902787 -0.0175151 0.0285689 0.101332
14280 0.0976201 6.85781e-05 0.0823444 0.180033
14285 0.103618 0.01906 0.127641 0.250319
14290 0.107907 0.0394953 0.160948 0.308351
14295 0.110648 0.0608238 0.179848 0.35132
14300 0.111808 0.0820067 0.183512 0.377326
14305 0.111222 0.101662 0.172905 0.385788
14310 0.108858 0.118866 0.150665 0.378389
14315 0.104464 0.133595 0.120167 0.358226
14320 0.0972785 0.145764 0.0848317 0.327874
14325 0.086715 0.15506 0.0478466 0.289621
14330 0.072586 0.161313 0.0118076 0.245707
14335 0.0555858 0.164542 -0.021262 0.198866
14340 0.0373237 0.165164 -0.0496648 0.152823
14345 0.0197542 0.163306 -0.0721458 0.110914
14350 0.00462928 0.158319 -0.0874619 0.0754859
14355 -0.00705495 0.149149 -0.094661 0.0474326
14360 -0.0153001 0.134442 -0.0938522 0.0252897
14365 -0.0207713 0.112755 -0.0863491 0.00563493
14370 -0.0242522 0.0828061 -0.0741426 -0.0155887
14375 -0.0264458 0.0442058 -0.0595163 -0.0417564
14380 -0.0278099 -0.00221888 -0.045206 -0.0752348
14385 -0.0287527 -0.0544546 -0.0334962 -0.116704
14390 -0.0297091 -0.109161 -0.0257342 -0.164605
14395 -0.0308658 -0.162265 -0.0222536 -0.215385
14400 -0.031786 -0.20969 -0.022617 -0.264093
14405 -0.0314078 -0.247794 -0.025846 -0.305048
14410 -0.0289314 -0.273968 -0.0312584 -0.334158
14415 -0.0239206 -0.286863 -0.0389037 -0.349687
14420 -0.0164651 -0.286158 -0.0493273 -0.35195
14425 -0.00708762 -0.272193 -0.0629847 -0.342265
14430 0.00290908 -0.245509 -0.0798875 -0.322487
14435 0.0116642 -0.206971 -0.0989751 -0.294282
14440 0.0171592 -0.157907 -0.117982 -0.25873
14445 0.0175904 -0.100425 -0.134185 -0.21702
14450 0.0115043 -0.0375459 -0.145298 -0.171339
14455 -0.00151469 0.0275721 -0.150125 -0.124068
14460 -0.0204993 0.09234 -0.148161 -0.0763201
14465 -0.043595 0.154946 -0.138886 -0.0275352
14470 -0.0682077 0.213811 -0.121961 0.0236425
14475 -0.0915862 0.267262 -0.0978713 0.0778041
14480 -0.112089 0.313732 -0.0674974 0.134145
14485 -0.129001 0.351391 -0.0318346 0.190555
14490 -0.142211 0.377592 0.00791056 0.243291
14495 -0.152023 0.389224 0.0500259 0.287227
14500 -0.158649 0.383944 0.0926031 0.317898
14505 -0.161846 0.360873 0.134061 0.333088
14510 -0.161282 0.320888 0.172995 0.3326
14515 -0.156557 0.26678 0.207872 0.318095
14520 -0.146892 0.202609 0.236888 0.292606
14525 -0.131507 0.132563 0.257735 0.258792
14530 -0.11007 0.0603196 0.268358 0.218607
14535 -0.0828837 -0.0108871 0.267543 0.173772
14540 -0.0506332 -0.0780698 0.255255 0.126552
14545 -0.0142653 -0.138271 0.232417 0.0798807
14550 0.0247141 -0.188849 0.200467 0.0363323
14555 0.0639109 -0.227709 0.160832 -0.00296615
14560 0.100436 -0.253016 0.114812 -0.037768
14565 0.131732 -0.263633 0.0639901 -0.0679113
14570 0.15619 -0.259366 0.0104101 -0.0927659
14575 0.173455 -0.241333 -0.0435579 -0.111436
14580 0.184036 -0.211726 -0.0954289 -0.123119
14585 0.188877 -0.17353 -0.142156 -0.12681
14590 0.189186 -0.130632 -0.179948 -0.121394
14595 0.1863 -0.0872318 -0.205253 -0.106185
14600 0.181125 -0.0476084 -0.215183 -0.0816672
14605 0.173932 -0.0155999 -0.208463 -0.0501304
14610 0.164354 0.00562755 -0.18574 -0.0157587
14615 0.151531 0.0133413 -0.149927 0.0149456
14620 0.135091 0.00629006 -0.105558 0.0358232
14625 0.115 -0.0145653 -0.057552 0.0428825
14630 0.0910229 -0.0463508 -0.0104217 0.0342505
14635 0.0633162 -0.0848941 0.0320284 0.0104505
14640 0.03299 -0.125178 0.0671531 -0.0250345
14645 0.00159403 -0.161765 0.0934986 -0.0666719
14650 -0.0293116 -0.189624 0.110665 -0.108271
14655 -0.0583532 -0.20419 0.119357 -0.143186
14660 -0.0845181 -0.201925 0.120946 -0.165497
14665 -0.10684 -0.181139 0.117349 -0.17063
14670 -0.124274 -0.142352 0.110856 -0.155769
14675 -0.136111 -0.0879989 0.103267 -0.120842
14680 -0.142126 -0.0217974 0.0952645 -0.0686584
14685 -0.142388 0.0519882 0.0861271 -0.00427234
14690 -0.137094 0.128926 0.074818 0.0666499
14695 -0.126938 0.204841 0.0607047 0.138608
14700 -0.112626 0.276177 0.0444327 0.207983
14705 -0.0946534 0.340231 0.0278083 0.273386
14710 -0.0740153 0.394744 0.0132627 0.333992
14715 -0.0520522 0.437788 0.0038403 0.389576
14720 -0.0302829 0.467633 0.00240676 0.439757
14725 -0.0098581 0.48263 0.010814 0.483585
14730 0.00825717 0.481438 0.0294349 0.51913
14735 0.0231583 0.463518 0.0574515 0.544127
14740 0.0342597 0.429189 0.0935498 0.556998
14745 0.0417817 0.379388 0.135676 0.556846
14750 0.0467924 0.315805 0.180753 0.54335
14755 0.0512497 0.241181 0.224376 0.516807
14760 0.0570148 0.159167 0.261579 0.477762
14765 0.0651432 0.073596 0.288012 0.426751
14770 0.0754069 -0.0118159 0.300574 0.364165
14775 0.0868591 -0.0935962 0.297586 0.290849
14780 0.0980686 -0.168467 0.278691 0.208292
14785 0.107562 -0.233738 0.244615 0.11844
14790 0.113836 -0.287422 0.196965 0.023379
14795 0.115333 -0.328202 0.138243 -0.0746265
14800 0.111137 -0.355282 0.0716948 -0.17245
14805 0.100812 -0.3687 0.00144139 -0.266447
14810 0.0844105 -0.369444 -0.0672724 -0.352306
14815 0.0626809 -0.359452 -0.129147 -0.425918
14820 0.0370034 -0.341424 -0.17982 -0.484241
14825 0.00922579 -0.31849 -0.216304 -0.525568
14830 -0.0186652 -0.293676 -0.237418 -0.549759
14835 -0.0451909 -0.269277 -0.24377 -0.558238
14840 -0.069765 -0.247033 -0.236803 -0.553601
14845 -0.0924125 -0.22807 -0.218383 -0.538865
14850 -0.113407 -0.212843 -0.190756 -0.517006
14855 -0.132827 -0.20087 -0.156263 -0.48996
14860 -0.150548 -0.19128 -0.117941 -0.459769
14865 -0.166058 -0.182749 -0.0792482 -0.428056
14870 -0.178049 -0.173669 -0.0435143 -0.395232
14875 -0.184688 -0.162559 -0.0135919 -0.360839
14880 -0.184138 -0.147923 0.00849667 -0.323563
14885 -0.175036 -0.128978 0.0219742 -0.282041
14890 -0.157212 -0.105776 0.0269307 -0.236058
14895 -0.131581 -0.0789282 0.0237979 -0.186711
14900 -0.100169 -0.0497819 0.0133021 -0.136648
14905 -0.0659372 -0.0196829 -0.00288121 -0.0885014
14910 -0.0319904 0.0102644 -0.0224206 -0.0441466
14915 -0.000964051 0.0393177 -0.0425345 -0.00418084
14920 0.0256338 0.0674304 -0.0598235 0.0332407
14925 0.0475297 0.0947597 -0.0708165 0.0714729
14930 0.0649233 0.121249 -0.0726148 0.113558
14935 0.0785446 0.146622 -0.063415 0.161752
14940 0.0893665 0.170088 -0.0431672 0.216287
14945 0.0983496 0.19009 -0.0135783 0.274861
14950 0.10611 0.205231 0.0224069 0.333748
14955 0.112876 0.214429 0.061743 0.389048
14960 0.11872 0.216905 0.101348 0.436972
14965 0.123615 0.212324 0.138064 0.474003
14970 0.127159 0.201016 0.169156 0.497331
14975 0.12844 0.183815 0.192952 0.505207
14980 0.126575 0.161935 0.208493 0.497002
14985 0.120763 0.136987 0.2152 0.47295
14990 0.11032 0.110594 0.212733 0.433647
14995 0.0946874 0.0841908 0.20125 0.380128
15000 0.0731956 0.0593131 0.181178 0.313687
15005 0.0453076 0.0379021 0.153563 0.236772
15010 0.0112416 0.0218015 0.120193 0.153236
15015 -0.0274156 0.0120857 0.0831131 0.0677832
15020 -0.0677289 0.00900186 0.0443365 -0.0143905
15025 -0.105835 0.0124471 0.00530814 -0.0880793
15030 -0.137543 0.0220865 -0.0332116 -0.148668
15035 -0.159342 0.0368837 -0.0704651 -0.192923
15040 -0.168907 0.0554918 -0.104977 -0.218392
15045 -0.16523 0.0762355 -0.134773 -0.223768
15050 -0.148278 0.0967846 -0.157576 -0.20907
15055 -0.118626 0.114146 -0.171601 -0.176081
15060 -0.0772375 0.124581 -0.175948 -0.128604
15065 -0.0256367 0.124819 -0.170544 -0.0713618
15070 0.0336933 0.112992 -0.155916 -0.0092309
15075 0.0971927 0.0886559 -0.132926 0.0529223
15080 0.161068 0.0525361 -0.102663 0.110941
15085 0.221865 0.00656615 -0.0670306 0.161401
15090 0.276805 -0.0457526 -0.0289296 0.202123
15095 0.323801 -0.0997413 0.00814312 0.232203
15100 0.360917 -0.1503 0.0405571 0.251174
15105 0.386402 -0.192872 0.0648392 0.25837
15110 0.398653 -0.224172 0.0782261 0.252707
15115 0.395987 -0.242661 0.0797179 0.233044
15120 0.377411 -0.248521 0.069976 0.198866
15125 0.342848 -0.243157 0.0505784 0.150269
15130 0.292892 -0.228679 0.0237533 0.0879664
15135 0.228989 -0.207145 -0.00785532 0.0139885
15140 0.153592 -0.180522 -0.0415694 -0.0684991
15145 0.0702542 -0.150413 -0.0746927 -0.154851
15150 -0.0169494 -0.117351 -0.104397 -0.238697
15155 -0.103644 -0.0813021 -0.128061 -0.313007
15160 -0.185209 -0.0425001 -0.143557 -0.371267
15165 -0.257385 -0.00179248 -0.149121 -0.408298
15170 -0.316806 0.0393127 -0.144128 -0.421621
15175 -0.361353 0.0787897 -0.129109 -0.411672
15180 -0.390264 0.114039 -0.105218 -0.381442
15185 -0.40354 0.142367 -0.0738489 -0.335023
15190 -0.401631 0.161358 -0.0365673 -0.27684
15195 -0.385381 0.169065 0.00478439 -0.211531
15200 -0.35632 0.164336 0.0476952 -0.14429
15205 -0.316997 0.147244 0.0889897 -0.0807639
15210 -0.270636 0.11886 0.125455 -0.0263212
15215 -0.220648 0.0812541 0.154512 0.0151184
15220 -0.170036 0.0371786 0.174264 0.0414063
15225 -0.121648 -0.0102475 0.183341 0.0514455
15230 -0.0781268 -0.057522 0.181256 0.0456068
15235 -0.0415696 -0.10058 0.168547 0.0263968
