# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
54685 0.0675872 0.276035 -0.0104208 0.333201
54690 0.0323514 0.268952 -0.0452712 0.256033
54695 -0.00495968 0.256058 -0.0760258 0.175073
54700 -0.0428222 0.237761 -0.101494 0.0934453
54705 -0.0795168 0.214952 -0.120512 0.014924
54710 -0.113323 0.188948 -0.132184 -0.0565589
54715 -0.142541 0.161491 -0.136283 -0.117333
54720 -0.165655 0.13446 -0.133203 -0.164398
54725 -0.181776 0.109321 -0.124044 -0.196499
54730 -0.190298 0.0868323 -0.110598 -0.214063
54735 -0.190847 0.0671282 -0.0946203 -0.218339
54740 -0.183186 0.0499921 -0.0773683 -0.210562
54745 -0.167117 0.0348557 -0.05941 -0.191672
54750 -0.143399 0.0211425 -0.0405429 -0.162799
54755 -0.114038 0.00880668 -0.0203439 -0.125576
54760 -0.08181 -0.00171718 0.00131298 -0.0822142
54765 -0.0491557 -0.0101038 0.0241703 -0.0350891
54770 -0.0175274 -0.0167429 0.0473138 0.0130435
54775 0.0120052 -0.0227336 0.0693822 0.0586538
54780 0.0384932 -0.0293148 0.0882712 0.0974496
54785 0.0611456 -0.0369042 0.101447 0.125689
54790 0.0793819 -0.0447266 0.106981 0.141636
54795 0.0930943 -0.0512342 0.104211 0.146071
54800 0.102811 -0.0548155 0.0940242 0.14202
54805 0.109662 -0.0547639 0.0785545 0.133452
54810 0.115098 -0.0514707 0.0605281 0.124155
54815 0.120494 -0.0457929 0.0422205 0.116921
54820 0.126506 -0.0385051 0.0249897 0.11299
54825 0.132798 -0.0298849 0.00921283 0.112126
54830 0.138253 -0.0196053 -0.00509457 0.113553
54835 0.141389 -0.00711606 -0.0175469 0.116726
54840 0.140711 0.00796082 -0.027686 0.120986
54845 0.135348 0.0252628 -0.0350892 0.125522
54850 0.124593 0.0439215 -0.0392583 0.129256
54855 0.107586 0.0631696 -0.040166 0.130589
54860 0.0835381 0.0821907 -0.0385517 0.127177
54865 0.0523375 0.100047 -0.0349848 0.117399
54870 0.0146055 0.114983 -0.0293908 0.100198
54875 -0.0283032 0.124074 -0.0210352 0.0747352
54880 -0.0743622 0.124037 -0.00914728 0.0405271
54885 -0.120891 0.111774 0.00624716 -0.00287
54890 -0.16475 0.0853601 0.0243221 -0.0550678
54895 -0.203288 0.0448256 0.0441985 -0.114263
54900 -0.234594 -0.00783469 0.0648325 -0.177596
54905 -0.257042 -0.0695115 0.0850455 -0.241508
54910 -0.268968 -0.136575 0.103639 -0.301904
54915 -0.269021 -0.204902 0.119818 -0.354105
54920 -0.256548 -0.27021 0.133019 -0.393739
54925 -0.231574 -0.328443 0.142871 -0.417146
54930 -0.1954 -0.375951 0.149507 -0.421844
54935 -0.150241 -0.409864 0.153583 -0.406522
54940 -0.0986216 -0.428321 0.155791 -0.371152
54945 -0.0429925 -0.430744 0.156787 -0.316949
54950 0.0143874 -0.417512 0.156889 -0.246236
54955 0.0710253 -0.389486 0.155905 -0.162556
54960 0.123902 -0.347788 0.152913 -0.0709726
54965 0.169499 -0.293949 0.14628 0.0218297
54970 0.204105 -0.229861 0.134269 0.108513
54975 0.224863 -0.158319 0.115036 0.18158
54980 0.230517 -0.0833184 0.0871585 0.234357
54985 0.22176 -0.00943421 0.0500985 0.262424
54990 0.201283 0.0589843 0.00428919 0.264557
54995 0.172949 0.118453 -0.0487633 0.242639
55000 0.141093 0.1667 -0.106451 0.201342
55005 0.109829 0.20279 -0.165524 0.147095
55010 0.0816584 0.226857 -0.221962 0.0865529
55015 0.0574202 0.239932 -0.271161 0.0261908
55020 0.0365973 0.243984 -0.308902 -0.0283202
55025 0.0178019 0.241569 -0.331982 -0.0726117
55030 -0.000563273 0.235518 -0.337981 -0.103026
55035 -0.0194411 0.228097 -0.325502 -0.116846
55040 -0.0388207 0.220383 -0.294523 -0.112961
55045 -0.0578425 0.212689 -0.246523 -0.0916763
55050 -0.0755989 0.204834 -0.184063 -0.0548278
55055 -0.0914162 0.196105 -0.111128 -0.00643918
55060 -0.104776 0.185223 -0.0333265 0.0471201
55065 -0.115509 0.17103 0.043411 0.0989316
55070 -0.123404 0.153154 0.113799 0.143549
55075 -0.127805 0.132074 0.173675 0.177944
55080 -0.128136 0.109389 0.220226 0.20148
55085 -0.124385 0.087258 0.252032 0.214905
55090 -0.117641 0.0678547 0.26828 0.218494
55095 -0.10991 0.0526151 0.268731 0.211436
55100 -0.103908 0.0414244 0.25394 0.191456
55105 -0.101673 0.0330261 0.22518 0.156533
55110 -0.103515 0.025743 0.184711 0.106939
55115 -0.108363 0.0179771 0.1363 0.0459137
55120 -0.114271 0.00835254 0.0847944 -0.0211245
55125 -0.118305 -0.00432435 0.035315 -0.0873141
55130 -0.117597 -0.0206277 -0.00761053 -0.145835
55135 -0.110307 -0.0403156 -0.041214 -0.191837
55140 -0.0956067 -0.0622196 -0.064647 -0.222473
55145 -0.073704 -0.0842754 -0.078765 -0.236744
55150 -0.0457529 -0.103937 -0.0851651 -0.234855
55155 -0.0137806 -0.119064 -0.0856114 -0.218456
55160 0.0197891 -0.128671 -0.0821955 -0.191078
55165 0.0527182 -0.133018 -0.0767238 -0.157023
55170 0.0831101 -0.133412 -0.0707673 -0.121069
55175 0.109051 -0.131664 -0.0659746 -0.0885882
55180 0.12881 -0.129378 -0.0638224 -0.0643903
55185 0.140553 -0.127612 -0.0652361 -0.0522955
55190 0.142745 -0.126432 -0.070575 -0.0542625
55195 0.134835 -0.124904 -0.0794452 -0.0695138
55200 0.117688 -0.121137 -0.0904599 -0.0939087
55205 0.0938291 -0.112473 -0.101843 -0.120486
55210 0.0674112 -0.0963394 -0.112193 -0.141121
55215 0.0430428 -0.0713055 -0.121521 -0.149784
55220 0.024925 -0.0375133 -0.131302 -0.14389
55225 0.0161232 0.00314788 -0.143985 -0.124714
55230 0.0177226 0.0475205 -0.161917 -0.0966738
55235 0.0288327 0.0921394 -0.186381 -0.0654088
55240 0.0470661 0.133868 -0.217215 -0.0362816
55245 0.0695499 0.170171 -0.25227 -0.0125484
55250 0.0939892 0.198711 -0.287632 0.00506857
55255 0.118583 0.217563 -0.318617 0.0175295
55260 0.141666 0.22523 -0.34054 0.026356
55265 0.161882 0.220416 -0.349414 0.0328847
55270 0.178118 0.202533 -0.342785 0.0378653
55275 0.189597 0.172638 -0.319933 0.0423021
55280 0.195709 0.132842 -0.281233 0.0473172
55285 0.195839 0.0855686 -0.227868 0.0535394
55290 0.189376 0.0333953 -0.161942 0.0608294
55295 0.175792 -0.0209493 -0.0862872 0.0685553
55300 0.154987 -0.0747953 -0.00404805 0.076144
55305 0.126578 -0.125535 0.0813276 0.0823706
55310 0.0902074 -0.170713 0.165578 0.0850731
55315 0.0460082 -0.207986 0.244114 0.0821355
55320 -0.00512924 -0.235016 0.313061 0.0729155
55325 -0.0616505 -0.249864 0.369772 0.0582577
55330 -0.121005 -0.251066 0.412861 0.0407895
55335 -0.180029 -0.237716 0.441771 0.0240252
55340 -0.235116 -0.209998 0.45652 0.0114061
55345 -0.282632 -0.169341 0.457389 0.00541563
55350 -0.319417 -0.118789 0.445081 0.00687399
55355 -0.342882 -0.0621662 0.420991 0.0159433
55360 -0.351911 -0.00395753 0.386962 0.0310936
55365 -0.346867 0.0513016 0.345506 0.0499413
55370 -0.328897 0.0999818 0.299478 0.0705633
55375 -0.29928 0.139384 0.251305 0.0914089
55380 -0.258747 0.167451 0.202859 0.111563
55385 -0.207945 0.182563 0.155648 0.130266
55390 -0.148009 0.183544 0.111151 0.146686
55395 -0.0809914 0.169918 0.0709782 0.159905
55400 -0.0101936 0.142071 0.0364995 0.168377
55405 0.0603715 0.101375 0.00855288 0.1703
55410 0.126646 0.0506346 -0.0126711 0.16461
55415 0.184758 -0.00603147 -0.0277474 0.150979
55420 0.231556 -0.0640556 -0.0377433 0.129757
55425 0.264951 -0.119354 -0.0440417 0.101556
55430 0.284215 -0.168593 -0.0478549 0.0677671
55435 0.290257 -0.209334 -0.0504742 0.030449
55440 0.285246 -0.239271 -0.0529551 -0.00697988
55445 0.27187 -0.25617 -0.0561011 -0.0404008
55450 0.252582 -0.258182 -0.0610129 -0.0666127
55455 0.229335 -0.244389 -0.0686366 -0.0836902
55460 0.20347 -0.215095 -0.0798253 -0.0914506
55465 0.175896 -0.172113 -0.0950763 -0.0912935
55470 0.147356 -0.118984 -0.114252 -0.0858795
55475 0.118686 -0.060581 -0.136719 -0.078614
55480 0.0908253 -0.00205721 -0.161244 -0.0724756
55485 0.0644648 0.0522205 -0.185904 -0.0692183
55490 0.0399553 0.0994729 -0.208016 -0.0685881
55495 0.0170571 0.138156 -0.224602 -0.0693882
55500 -0.0043107 0.166992 -0.23304 -0.0703583
55505 -0.0238945 0.18493 -0.231566 -0.0705299
55510 -0.0414673 0.192194 -0.219548 -0.0688216
55515 -0.0569707 0.1905 -0.197677 -0.064148
55520 -0.0708186 0.181821 -0.167701 -0.0566981
55525 -0.0838358 0.168115 -0.132099 -0.0478193
55530 -0.0971221 0.151675 -0.0933137 -0.038761
55535 -0.111622 0.135112 -0.0534384 -0.0299486
55540 -0.127537 0.120823 -0.0140608 -0.020775
55545 -0.144479 0.110474 0.0233293 -0.0106764
55550 -0.161856 0.104918 0.0570602 0.000122059
55555 -0.178526 0.104284 0.0857208 0.0114795
55560 -0.192869 0.108079 0.108513 0.0237227
55565 -0.202755 0.115257 0.125147 0.037648
55570 -0.205438 0.123925 0.135963 0.0544507
55575 -0.198322 0.132004 0.141302 0.0749839
55580 -0.179838 0.137576 0.140971 0.0987096
55585 -0.149725 0.139006 0.134767 0.124048
55590 -0.109059 0.135139 0.122693 0.148773
55595 -0.0607454 0.125192 0.105247 0.169694
55600 -0.00898407 0.108984 0.0838614 0.183861
55605 0.0417977 0.0870187 0.0607808 0.189597
55610 0.0879466 0.0598732 0.0387739 0.186594
55615 0.12682 0.0280245 0.0202751 0.17512
55620 0.157188 -0.00788995 0.00637708 0.155675
55625 0.178585 -0.0470591 -0.00287475 0.128651
55630 0.19089 -0.0881627 -0.00829452 0.0944326
55635 0.194085 -0.128858 -0.0112331 0.0539941
55640 0.187975 -0.165853 -0.0129623 0.00915978
55645 0.172384 -0.195589 -0.0141081 -0.0373131
55650 0.147878 -0.215019 -0.0146962 -0.0818367
55655 0.115745 -0.222119 -0.0143578 -0.120732
55660 0.0776465 -0.216223 -0.013504 -0.152081
55665 0.0355847 -0.197751 -0.013888 -0.176055
55670 -0.0080873 -0.167922 -0.0176987 -0.193708
55675 -0.0509086 -0.128857 -0.0267796 -0.206545
55680 -0.0906719 -0.0836138 -0.0420431 -0.216329
55685 -0.125515 -0.0353836 -0.0636437 -0.224543
55690 -0.153873 0.012412 -0.0903186 -0.23178
55695 -0.174512 0.0562947 -0.119385 -0.237603
55700 -0.187015 0.0935945 -0.147282 -0.240702
55705 -0.191523 0.122792 -0.170162 -0.238893
55710 -0.188045 0.143237 -0.184555 -0.229363
55715 -0.176632 0.154177 -0.187752 -0.210207
55720 -0.157262 0.154547 -0.178143 -0.180858
55725 -0.12993 0.143567 -0.155518 -0.141881
55730 -0.0952735 0.121189 -0.120815 -0.0948992
55735 -0.05482 0.0884268 -0.0757696 -0.0421628
55740 -0.010773 0.0472742 -0.022516 0.0139852
55745 0.0335453 0.000305083 0.0362606 0.070111
55750 0.0742764 -0.049644 0.0974722 0.122105
55755 0.10772 -0.0993264 0.157822 0.166215
55760 0.131368 -0.145247 0.213505 0.199626
55765 0.144264 -0.183767 0.260848 0.221345
55770 0.146974 -0.211372 0.296723 0.232325
55775 0.141409 -0.225475 0.318827 0.234761
55780 0.130461 -0.224771 0.326401 0.232091
55785 0.117426 -0.209339 0.319927 0.228013
55790 0.104819 -0.180591 0.300611 0.224839
55795 0.0941872 -0.140653 0.269825 0.223359
55800 0.0866997 -0.0921574 0.22872 0.223262
55805 0.0830843 -0.0379348 0.178353 0.223502
55810 0.0835659 0.0191856 0.119599 0.22235
55815 0.0876098 0.0767362 0.0533409 0.217687
55820 0.0938412 0.133173 -0.0186273 0.208387
55825 0.100036 0.187163 -0.0928952 0.194304
55830 0.103411 0.236872 -0.164648 0.175635
55835 0.101423 0.27944 -0.228537 0.152325
55840 0.0921564 0.311283 -0.279999 0.12344
55845 0.0751528 0.328864 -0.316409 0.0876083
55850 0.0513969 0.329513 -0.337373 0.0435364
55855 0.0225586 0.312412 -0.34414 -0.00917001
55860 -0.00959458 0.278845 -0.338763 -0.0695132
55865 -0.0433895 0.231918 -0.323101 -0.134572
55870 -0.0773744 0.17657 -0.298414 -0.199219
55875 -0.110161 0.118495 -0.265424 -0.25709
55880 -0.140481 0.0625773 -0.22489 -0.302794
55885 -0.16741 0.0120611 -0.178 -0.333348
55890 -0.190188 -0.0316545 -0.126579 -0.348421
55895 -0.207864 -0.0687871 -0.0729358 -0.349587
55900 -0.219139 -0.100526 -0.0195781 -0.339243
55905 -0.222709 -0.128588 0.031857 -0.319441
55910 -0.217963 -0.15459 0.0803303 -0.292222
55915 -0.204691 -0.179253 0.124569 -0.259375
55920 -0.182939 -0.202612 0.162892 -0.22266
55925 -0.153113 -0.224313 0.193704 -0.183722
55930 -0.115854 -0.243935 0.215885 -0.143904
55935 -0.0721433 -0.26064 0.229063 -0.103721
55940 -0.0230292 -0.272754 0.233811 -0.0619723
55945 0.0300413 -0.278346 0.231437 -0.0168672
55950 0.0849294 -0.275928 0.223276 0.0322771
55955 0.138727 -0.264705 0.210407 0.0844283
55960 0.188208 -0.244621 0.193727 0.137314
55965 0.230149 -0.216456 0.174115 0.187808
55970 0.261613 -0.181639 0.152245 0.23222
55975 0.280372 -0.142023 0.129109 0.267458
55980 0.285015 -0.0997251 0.106368 0.291658
55985 0.274681 -0.0572133 0.0858357 0.303303
55990 0.248809 -0.0172315 0.0686817 0.300259
55995 0.207502 0.0173406 0.0552442 0.280087
56000 0.152357 0.0443779 0.0452866 0.242021
56005 0.086443 0.0627441 0.0381012 0.187288
56010 0.0140024 0.0723024 0.0328947 0.119199
56015 -0.0599775 0.0744606 0.02902 0.0435031
56020 -0.13042 0.0718273 0.0261207 -0.0324724
56025 -0.192597 0.067196 0.0237734 -0.101627
56030 -0.242835 0.0630207 0.0214381 -0.158376
56035 -0.279182 0.061168 0.0189081 -0.199106
56040 -0.301176 0.0625484 0.0157943 -0.222833
56045 -0.309768 0.0671896 0.011478 -0.2311
56050 -0.306798 0.0742512 0.00557023 -0.226977
56055 -0.294035 0.0825435 -0.00204198 -0.213533
56060 -0.273201 0.0906212 -0.0112533 -0.193833
56065 -0.245597 0.0969875 -0.0213398 -0.169949
56070 -0.212412 0.100491 -0.0308877 -0.142808
56075 -0.174838 0.10048 -0.0385067 -0.112864
56080 -0.13404 0.0970056 -0.0433746 -0.0804087
56085 -0.0910806 0.0910534 -0.0455657 -0.0455928
56090 -0.0469074 0.0839498 -0.0461572 -0.00911474
56095 -0.00271382 0.0764781 -0.0469086 0.0268557
56100 0.0397525 0.0686744 -0.0493784 0.0590485
56105 0.0782469 0.0599486 -0.05427 0.0839255
56110 0.110123 0.049264 -0.0612203 0.0981665
56115 0.132962 0.0352683 -0.0692614 0.0989687
56120 0.145197 0.016804 -0.0775379 0.0844628
56125 0.146608 -0.00649706 -0.0857825 0.054328
56130 0.138397 -0.0338409 -0.0939588 0.0105972
56135 0.122233 -0.0633534 -0.101907 -0.0430272
56140 0.0999545 -0.0921025 -0.109125 -0.101273
56145 0.0737492 -0.116901 -0.114231 -0.157383
56150 0.0459612 -0.135192 -0.115279 -0.204509
56155 0.0189547 -0.146218 -0.110818 -0.238081
56160 -0.00458672 -0.150833 -0.100814 -0.256234
56165 -0.0222005 -0.151237 -0.0868606 -0.260298
56170 -0.0323001 -0.150292 -0.0714495 -0.254042
56175 -0.0344019 -0.150241 -0.0573762 -0.242019
56180 -0.028826 -0.151961 -0.0470767 -0.227864
56185 -0.0163551 -0.155343 -0.0418249 -0.213523
56190 0.00197781 -0.159497 -0.0420441 -0.199563
56195 0.0252152 -0.162894 -0.0469759 -0.184655
56200 0.0522717 -0.163985 -0.0547456 -0.166459
56205 0.0814569 -0.161499 -0.06291 -0.142952
56210 0.110536 -0.15469 -0.0686737 -0.112828
56215 0.136233 -0.14326 -0.0694441 -0.0764714
56220 0.154967 -0.12722 -0.0638042 -0.0360573
56225 0.163932 -0.106439 -0.0515574 0.00593534
56230 0.161858 -0.0805679 -0.0333797 0.0479109
56235 0.14929 -0.0491089 -0.0103981 0.0897827
56240 0.12845 -0.0120183 0.015929 0.132361
56245 0.102478 0.0301792 0.0441471 0.176804
56250 0.0748776 0.0760335 0.0724786 0.22339
56255 0.0488371 0.123363 0.0988857 0.271085
56260 0.0268568 0.169477 0.121298 0.317632
56265 0.0102603 0.21156 0.138089 0.35991
56270 -0.000763841 0.247378 0.148027 0.394642
56275 -0.00695667 0.275891 0.150371 0.419305
56280 -0.00953941 0.296984 0.144914 0.432358
56285 -0.00969619 0.310995 0.131847 0.433147
56290 -0.00821645 0.318467 0.111951 0.422201
56295 -0.00579795 0.319997 0.0869508 0.40115
56300 -0.00296294 0.315911 0.0594368 0.372385
56305 -0.00020536 0.306643 0.0318534 0.338291
56310 0.0023055 0.292778 0.00558959 0.300673
56315 0.00458399 0.275059 -0.0190357 0.260607
56320 0.00655886 0.254097 -0.0423167 0.218339
56325 0.00784996 0.230039 -0.0649721 0.172917
56330 0.00781116 0.203046 -0.0875873 0.12327
56335 0.0059258 0.173525 -0.109964 0.0694866
56340 0.00179879 0.142431 -0.130674 0.0135561
56345 -0.00493165 0.111359 -0.147631 -0.0412038
56350 -0.0143233 0.0822153 -0.158632 -0.0907396
56355 -0.0259427 0.0567559 -0.161739 -0.130926
56360 -0.0391549 0.0355534 -0.155715 -0.159317
56365 -0.0533312 0.0176159 -0.140011 -0.175726
56370 -0.0679526 0.00125446 -0.115248 -0.181946
56375 -0.0826512 -0.015399 -0.0836914 -0.181742
56380 -0.0967104 -0.0335633 -0.0488493 -0.179123
56385 -0.108758 -0.0535145 -0.0143235 -0.176596
56390 -0.117296 -0.0745533 0.0166135 -0.175236
56395 -0.120715 -0.0951181 0.0411188 -0.174715
56400 -0.117798 -0.113068 0.056851 -0.174015
56405 -0.107735 -0.126228 0.0622457 -0.171717
56410 -0.0902012 -0.132984 0.0566899 -0.166495
56415 -0.0655655 -0.132486 0.0408692 -0.157183
56420 -0.0352037 -0.12494 0.0167633 -0.143381
56425 -0.000989272 -0.111684 -0.012512 -0.125185
56430 0.0351825 -0.0950983 -0.0428619 -0.102778
56435 0.0709133 -0.0785331 -0.0696533 -0.0772731
56440 0.103686 -0.0655086 -0.0881483 -0.0499713
56445 0.131148 -0.0587478 -0.0944452 -0.0220455
56450 0.151358 -0.0599977 -0.0866449 0.0047153
56455 0.162797 -0.0699891 -0.0651561 0.0276514
56460 0.164334 -0.087992 -0.0322974 0.0440447
56465 0.155508 -0.112249 0.00866127 0.0519209
56470 0.136845 -0.140462 0.0542712 0.0506538
56475 0.109977 -0.169783 0.101309 0.0415035
56480 0.0770382 -0.196886 0.146902 0.0270536
56485 0.0406745 -0.21823 0.18872 0.0111649
56490 0.00449043 -0.230551 0.224996 -0.00106362
56495 -0.0276286 -0.231344 0.254268 -0.00470442
56500 -0.0525553 -0.219382 0.275624 0.00368655
56505 -0.0681666 -0.195263 0.288456 0.0250257
56510 -0.0729407 -0.160856 0.29254 0.058744
56515 -0.0658022 -0.118961 0.288154 0.10339
56520 -0.0467828 -0.0728066 0.275884 0.156295
56525 -0.017253 -0.0251014 0.256763 0.214408
56530 0.0198665 0.0224426 0.231938 0.274247
56535 0.060777 0.068945 0.202244 0.331967
56540 0.101342 0.113606 0.167969 0.382918
56545 0.137392 0.155514 0.129177 0.422084
56550 0.165211 0.193476 0.0864 0.445087
56555 0.182437 0.226487 0.0411782 0.450102
56560 0.188329 0.253611 -0.00439362 0.437546
56565 0.183313 0.273467 -0.0482087 0.40857
56570 0.168515 0.284388 -0.0889368 0.363966
56575 0.144994 0.28494 -0.126067 0.303868
56580 0.113433 0.274092 -0.159663 0.227862
56585 0.0747408 0.251862 -0.189571 0.137031
56590 0.0305038 0.219235 -0.214534 0.0352044
56595 -0.0169756 0.178277 -0.232319 -0.0710179
56600 -0.0650344 0.131645 -0.24061 -0.174
56605 -0.1113 0.0819285 -0.237813 -0.267184
56610 -0.153961 0.0311733 -0.223844 -0.346631
56615 -0.191764 -0.0187217 -0.200071 -0.410558
56620 -0.223691 -0.0663511 -0.169012 -0.459055
56625 -0.248609 -0.110797 -0.134163 -0.493569
56630 -0.264904 -0.151295 -0.0998509 -0.51605
56635 -0.270796 -0.187228 -0.069902 -0.527926
56640 -0.26506 -0.218607 -0.0467999 -0.530467
56645 -0.2474 -0.2458 -0.0312186 -0.524419
56650 -0.218442 -0.268555 -0.021868 -0.508865
56655 -0.179826 -0.286346 -0.0162954 -0.482468
56660 -0.134027 -0.298386 -0.0117022 -0.444115
56665 -0.0840109 -0.303792 -0.00586639 -0.393669
56670 -0.0328954 -0.302103 0.00221756 -0.332781
56675 0.0162643 -0.29297 0.0123602 -0.264345
56680 0.0609867 -0.27598 0.0234322 -0.191561
56685 0.0990476 -0.250406 0.0337999 -0.117559
56690 0.128829 -0.215804 0.0417538 -0.0452217
56695 0.149951 -0.172465 0.0465408 0.0240271
56700 0.163002 -0.121447 0.0482232 0.089778
56705 0.169261 -0.0643592 0.0473121 0.152214
56710 0.170139 -0.00350597 0.045037 0.21167
56715 0.166564 0.0583535 0.0429223 0.26784
56720 0.159129 0.118744 0.0419816 0.319854
56725 0.148498 0.175674 0.0427976 0.36697
56730 0.135255 0.227668 0.0453026 0.408226
56735 0.120136 0.273445 0.0484285 0.442009
56740 0.103792 0.311119 0.0502185 0.46513
56745 0.0867767 0.338586 0.0487059 0.474068
56750 0.0694883 0.354298 0.0421963 0.465982
56755 0.0522627 0.356951 0.0295484 0.438762
56760 0.0349201 0.345574 0.0103013 0.390795
56765 0.0164971 0.319954 -0.0153207 0.321131
56770 -0.00421217 0.281178 -0.0462266 0.23074
56775 -0.0279981 0.231785 -0.0807906 0.122996
56780 -0.055076 0.175189 -0.117036 0.00307663
56785 -0.0850927 0.114926 -0.152841 -0.123007
56790 -0.117118 0.0543486 -0.186102 -0.248872
56795 -0.149975 -0.00402225 -0.214436 -0.368433
56800 -0.182437 -0.0580848 -0.235368 -0.475891
56805 -0.213144 -0.105838 -0.246803 -0.565786
56810 -0.240269 -0.145314 -0.247313 -0.632896
56815 -0.261861 -0.174336 -0.236434 -0.672631
56820 -0.276375 -0.191133 -0.214663 -0.682172
56825 -0.282638 -0.195378 -0.18307 -0.661086
56830 -0.280192 -0.188183 -0.143167 -0.611543
56835 -0.26956 -0.171554 -0.0967475 -0.537861
56840 -0.251846 -0.147687 -0.0462226 -0.445755
56845 -0.228385 -0.118881 0.0053479 -0.341918
56850 -0.200555 -0.0875063 0.0554341 -0.232627
56855 -0.169174 -0.0555451 0.102447 -0.122272
56860 -0.13486 -0.0246734 0.145135 -0.014399
56865 -0.0980453 0.00345588 0.182403 0.0878132
56870 -0.0587511 0.0272096 0.213143 0.181601
56875 -0.0164556 0.0449931 0.236508 0.265045
56880 0.0291545 0.0554852 0.251897 0.336537
56885 0.077344 0.0580047 0.258938 0.394287
56890 0.126576 0.0524789 0.257747 0.436802
56895 0.17471 0.0394176 0.248944 0.463072
56900 0.219297 0.0198597 0.23309 0.472247
56905 0.257924 -0.00471793 0.210525 0.463731
56910 0.288204 -0.0325864 0.181535 0.437153
56915 0.308527 -0.0616084 0.146507 0.393426
56920 0.31801 -0.0892376 0.106092 0.334864
56925 0.31586 -0.112268 0.0619217 0.265514
56930 0.301375 -0.127375 0.0165901 0.19059
56935 0.27476 -0.132303 -0.0266773 0.115779
56940 0.237596 -0.126335 -0.0644622 0.0467992
56945 0.192685 -0.110003 -0.0940205 -0.0113388
56950 0.143624 -0.0852121 -0.113931 -0.0555193
56955 0.0940288 -0.0549035 -0.124325 -0.0851998
56960 0.0470413 -0.0228868 -0.126266 -0.102112
56965 0.00474041 0.0069143 -0.121066 -0.109411
56970 -0.0321022 0.0310736 -0.110174 -0.111202
56975 -0.0635179 0.0470462 -0.095358 -0.11183
56980 -0.0900121 0.0530875 -0.0784815 -0.115406
56985 -0.112167 0.0485727 -0.0613489 -0.124943
56990 -0.130205 0.0342636 -0.0457192 -0.141661
56995 -0.143326 0.0123241 -0.0330075 -0.164009
57000 -0.149967 -0.0140919 -0.0240622 -0.188121
57005 -0.148617 -0.0414213 -0.0190768 -0.209115
57010 -0.138271 -0.0664103 -0.0178802 -0.222562
57015 -0.118853 -0.0864503 -0.0198541 -0.225157
57020 -0.0917581 -0.0995227 -0.0247555 -0.216036
57025 -0.0597803 -0.104293 -0.0327862 -0.196859
57030 -0.0261885 -0.0999234 -0.0440301 -0.170142
57035 0.00578228 -0.0864784 -0.0582236 -0.13892
57040 0.0335187 -0.065107 -0.0747144 -0.106303
57045 0.0552592 -0.0373698 -0.0921738 -0.0742844
57050 0.0699157 -0.00515331 -0.108381 -0.043619
57055 0.0770632 0.0295081 -0.120937 -0.0143657
57060 0.0770842 0.0646738 -0.127819 0.0139386
57065 0.0711578 0.0984795 -0.127469 0.0421688
57070 0.0613128 0.128985 -0.118756 0.0715418
57075 0.050268 0.1541 -0.100889 0.103479
57080 0.0411248 0.171786 -0.0737418 0.139169
57085 0.0367505 0.180674 -0.0376282 0.179797
57090 0.0388568 0.18015 0.00645613 0.225463
57095 0.0474135 0.169897 0.0563642 0.273675
57100 0.0607813 0.149931 0.108781 0.319493
57105 0.076059 0.120969 0.159636 0.356664
57110 0.0904754 0.084915 0.20467 0.38006
57115 0.101631 0.0446959 0.240383 0.38671
57120 0.107144 0.00388866 0.264911 0.375944
57125 0.104926 -0.0338915 0.278159 0.349193
57130 0.0937505 -0.0657629 0.281514 0.309502
57135 0.0732893 -0.0893802 0.277297 0.261206
57140 0.0441518 -0.102941 0.267559 0.208769
57145 0.00792558 -0.105312 0.252897 0.15551
57150 -0.0329396 -0.0963665 0.232657 0.103351
57155 -0.0756241 -0.0775254 0.205933 0.0527835
57160 -0.117086 -0.0518196 0.17235 0.00344447
57165 -0.154962 -0.023374 0.132662 -0.0456731
57170 -0.188092 0.00356734 0.0886234 -0.0959013
57175 -0.21626 0.0255957 0.0426452 -0.148019
57180 -0.239376 0.0409998 -0.00274851 -0.201125
57185 -0.257112 0.0498361 -0.0449195 -0.252195
57190 -0.269155 0.0533052 -0.0818263 -0.297676
57195 -0.275305 0.052734 -0.111953 -0.334524
57200 -0.275337 0.048584 -0.134551 -0.361304
57205 -0.268607 0.0408354 -0.149975 -0.377747
57210 -0.254247 0.0295061 -0.159585 -0.384326
57215 -0.231472 0.0147968 -0.165281 -0.381957
57220 -0.199916 -0.00222231 -0.168807 -0.370946
57225 -0.159852 -0.019572 -0.171527 -0.350951
57230 -0.112507 -0.0352129 -0.173758 -0.321478
57235 -0.0601392 -0.0472636 -0.174466 -0.281869
57240 -0.00536782 -0.0537235 -0.171642 -0.230734
57245 0.0491069 -0.0527164 -0.163345 -0.166955
57250 0.100163 -0.0434342 -0.14862 -0.0918911
57255 0.144655 -0.0260081 -0.127335 -0.00868893
57260 0.179962 -0.0010729 -0.0995217 0.0793676
57265 0.204421 0.0296982 -0.0653603 0.168759
57270 0.217464 0.0635103 -0.025403 0.255572
57275 0.219668 0.0973266 0.018988 0.335983
57280 0.212625 0.128219 0.0658888 0.406732
57285 0.198408 0.153883 0.112574 0.464865
57290 0.179181 0.172654 0.155879 0.507714
57295 0.15699 0.183543 0.192617 0.53315
57300 0.134134 0.186405 0.220216 0.540755
57305 0.113334 0.181973 0.236643 0.531949
