.10      1.999998e+12  
.20      488250000  
.30      3760609.36209  
.40      118721.008301  
.50      8064  
.60      875.92037498  
.70      127.495512113  
.80      21.4744359255  
.90      3.31805947663  
1.00      0  
1.10      -0.491686224687  
1.20      -0.445482643792  
1.30      -0.32850845723  
1.40      -0.230343461103  
1.50      -0.160168297139  
1.60      -0.112103862193  
1.70      -0.0794256295812  
1.80      -0.0570735277933  
1.90      -0.0416080699618  
2.00      -0.03076171875  
2.10      -0.0230473378743  
2.20      -0.0174842288602  
2.30      -0.0134189741153  
2.40      -0.0104107977797  
2.50      -0.008158445568  
2.60      -0.00645329859555  
2.70      -0.00514902465682  
2.80      -0.00414170955773  
2.90      -0.00335669027518  
3.00      -0.00273972087212  
.10      1.999998e+12  
.20      488250000  
.30      3760609.36209  
.40      118721.008301  
.50      8064  
.60      875.92037498  
.70      127.495512113  
.80      21.4744359255  
.90      3.31805947663  
1.00      0  
1.10      -0.491686224687  
1.20      -0.445482643792  
1.30      -0.32850845723  
1.40      -0.230343461103  
1.50      -0.160168297139  
1.60      -0.112103862193  
1.70      -0.0794256295812  
1.80      -0.0570735277933  
1.90      -0.0416080699618  
2.00      -0.03076171875  
2.10      -0.0230473378743  
2.20      -0.0174842288602  
2.30      -0.0134189741153  
2.40      -0.0104107977797  
2.50      -0.008158445568  
2.60      -0.00645329859555  
2.70      -0.00514902465682  
2.80      -0.00414170955773  
2.90      -0.00335669027518  
3.00      -0.00273972087212  
.10      1.999998e+12  
.20      488250000  
.30      3760609.36209  
.40      118721.008301  
.50      8064  
.60      875.92037498  
.70      127.495512113  
.80      21.4744359255  
.90      3.31805947663  
1.00      0  
1.10      -0.491686224687  
1.20      -0.445482643792  
1.30      -0.32850845723  
1.40      -0.230343461103  
1.50      -0.160168297139  
1.60      -0.112103862193  
1.70      -0.0794256295812  
1.80      -0.0570735277933  
1.90      -0.0416080699618  
2.00      -0.03076171875  
2.10      -0.0230473378743  
2.20      -0.0174842288602  
2.30      -0.0134189741153  
2.40      -0.0104107977797  
2.50      -0.008158445568  
2.60      -0.00645329859555  
2.70      -0.00514902465682  
2.80      -0.00414170955773  
2.90      -0.00335669027518  
3.00      -0.00273972087212  
.10      1.999998e+12  
.20      488250000  
.30      3760609.36209  
.40      118721.008301  
.50      8064  
.60      875.92037498  
.70      127.495512113  
.80      21.4744359255  
.90      3.31805947663  
1.00      0  
1.10      -0.491686224687  
1.20      -0.445482643792  
1.30      -0.32850845723  
1.40      -0.230343461103  
1.50      -0.160168297139  
1.60      -0.112103862193  
1.70      -0.0794256295812  
1.80      -0.0570735277933  
1.90      -0.0416080699618  
2.00      -0.03076171875  
2.10      -0.0230473378743  
2.20      -0.0174842288602  
2.30      -0.0134189741153  
2.40      -0.0104107977797  
2.50      -0.008158445568  
2.60      -0.00645329859555  
2.70      -0.00514902465682  
2.80      -0.00414170955773  
2.90      -0.00335669027518  
3.00      -0.00273972087212  
